WORD,MEANING,GradeoA,AoArating
bugging,spying with wiretap,13,4.8084075
bugs,crazy,12,4.8084075
ugly,unpleasant to look at,2,4.8084129292929285
ugly,nasty,8,4.8084129292929285
ugly,dangerous,10,4.8084129292929285
round,full or whole,2,4.813562258064516
round,has curved surface,2,4.813562258064516
round,move in circle,2,4.813562258064516
round,shape of ball,2,4.813562258064516
round,on all sides,4,4.813562258064516
round,around,6,4.813562258064516
round,a series,8,4.813562258064516
round,part of boxing match,8,4.813562258064516
round,rung of a ladder,10,4.813562258064516
round,brisk,12,4.813562258064516
round,pleasant sounding,12,4.813562258064516
round,a single bullet,12,4.813562258064516
round,kind of song,12,4.813562258064516
round,a cut of beef,12,4.813562258064516
roll,keep turning over,2,4.816742708333334
roll,a bun or muffin,4,4.816742708333334
roll,list of persons,6,4.816742708333334
roll,a series of drumbeats,6,4.816742708333334
roll,to press flat,8,4.816742708333334
roll,sweep along,12,4.816742708333334
roll,sway to side,12,4.816742708333334
roll,rob a drunk,13,4.816742708333334
roll,to stir up,14,4.816742708333334
rolling,hilly,8,4.816742708333334
rolling,way of wrapping,10,4.816742708333334
love,sweetheart,2,4.821101370967742
love,to have deep feeling for,2,4.821101370967742
love,like very much,2,4.821101370967742
love,no score,8,4.821101370967742
loves,is very fond of,2,4.821101370967742
hush,silence,2,4.825096774193549
hush,be quiet,2,4.825096774193549
lot,plot of land,2,4.825096774193549
lot,great deal,2,4.825096774193549
lot,group of things,4,4.825096774193549
lot,baseball diamond,6,4.825096774193549
lot,choose by chance,10,4.825096774193549
lot,fate,12,4.825096774193549
shoulder,part of the body,2,4.825559595959596
shoulder,part of a garment,4,4.825559595959596
shoulder,edge of road,6,4.825559595959596
shoulder,push aside,6,4.825559595959596
shoulder,the upper part part of an animal's foreleg,8,4.825559595959596
shoulder,pick up a load,10,4.825559595959596
shoulder,accept responsiblity,10,4.825559595959596
potato,a vegetable,2,4.82585
anyone,no special person,2,4.8260499999999995
keep,take care of,2,4.82688
keep,to hold back,2,4.82688
keep,to continue doing,2,4.82688
keep,wait,4,4.82688
keep,stay good,4,4.82688
keep,to guard,8,4.82688
keep,to celebrate,12,4.82688
keep,support,12,4.82688
keep,to manage,12,4.82688
keep,castle stronghold,13,4.82688
keeping, saving for later use,2,4.82688
keeping,care or charge,4,4.82688
keeping,celebration of,12,4.82688
keeping,complying,12,4.82688
kept,held on to,2,4.82688
snowy,covered with snow,2,4.83
snowy,white or clean,2,4.83
softness,being soft,4,4.83
unicorn,imaginary animal,12,4.83
vegetable,a plant for eating,2,4.83105
vegetable,any plant growth,4,4.83105
short,not tall,2,4.831810416666666
short,not long,2,4.831810416666666
short,not enough of,4,4.831810416666666
short,trouble in electric line,6,4.831810416666666
short,crisp or crumbling,12,4.831810416666666
bacon,smoked pork,2,4.835729292929293
juicy,contains much liquid,2,4.84
juicy,full of interest,8,4.84
ladybug,insect,2,4.84
racer,goes very fast,2,4.84
untie,unfasten,2,4.84
untying,undoing,6,4.84
piece,a bit or part,2,4.841223541666666
piece,a part of,4,4.841223541666666
piece,a sheet of music,4,4.841223541666666
piece,to make by joining sections,8,4.841223541666666
piece,a coin,12,4.841223541666666
piece,a play,14,4.841223541666666
these,the ones here,4,4.8484046875
these,the plural of this,8,4.8484046875
hop,jump on one foot,2,4.8489
hop,to jump over,2,4.8489
hop,school dance,6,4.8489
hop,short flight,10,4.8489
hopped,jumped on one foot,4,4.8489
hops,for making beer,12,4.8489
near,close,2,4.849551612903226
near,to come close,2,4.849551612903226
near,almost,2,4.849551612903226
near,very much like,6,4.849551612903226
fat,"plump, heavy",2,4.8499612903225815
fat,weighs too much,2,4.8499612903225815
fat,grease,4,4.8499612903225815
fat,thick,10,4.8499612903225815
fat,best part,12,4.8499612903225815
fat,rich,12,4.8499612903225815
fatter,more fat,2,4.8499612903225815
fattest,"plumpest, heaviest",2,4.8499612903225815
away,not at home,2,4.850622121212121
away,far off,2,4.850622121212121
low,not high,2,4.854417708333333
low,near the ground,4,4.854417708333333
low,not loud,4,4.854417708333333
low,under the usual,6,4.854417708333333
low,deep in pitch,6,4.854417708333333
low,sad,10,4.854417708333333
low,unfavorable,12,4.854417708333333
low,humble,12,4.854417708333333
low,moo of cow,13,4.854417708333333
dollar,U.S. official money,2,4.859987878787878
boots,,2,4.86
daughter,girl child,2,4.860561212121212
everything,all things,2,4.865589999999999
yours,belonging to you,2,4.865589999999999
bark,noise dog makes,2,4.867321505376344
bark,skin of a tree,4,4.867321505376344
bark,scrape the skin,12,4.867321505376344
bark,small sailing ship,14,4.867321505376344
stick,a piece of wood,2,4.867741935483871
stick,a long object,4,4.867741935483871
stick,to stay in place,4,4.867741935483871
stick,walking cane,4,4.867741935483871
stick,to be glued to,4,4.867741935483871
stick,an airplane's control,6,4.867741935483871
stick,piece of gum,6,4.867741935483871
stick,to place,8,4.867741935483871
stick,"a stiff, awkward person",12,4.867741935483871
stick,to stab with a knife,12,4.867741935483871
sticks,back country,13,4.867741935483871
stuck,can't get out,2,4.867741935483871
stuck,fastened on,4,4.867741935483871
stuck,"cheated, taken in",8,4.867741935483871
stuck,stabbed,12,4.867741935483871
stuck,slowed or stopped,12,4.867741935483871
waffle,a kind of pancake,2,4.868642424242424
waffle,to be indecisive,13,4.868642424242424
waffling,"vague, indecisive",13,4.868642424242424
move,to change houses,2,4.869078924731183
move,to be in motion,2,4.869078924731183
move,to change places,2,4.869078924731183
move,a turn at a game,4,4.869078924731183
move,cause to act,6,4.869078924731183
move,arouse feelings,12,4.869078924731183
move,make a formal motion,12,4.869078924731183
moving,deeply emotional,10,4.869078924731183
moving,touches the feelings,12,4.869078924731183
win,get a victory,2,4.8702
win,get the prize,2,4.8702
win,persuade to marry,12,4.8702
winning,getting prize,2,4.8702
winning,successful,6,4.8702
winning,"attractive, charming",12,4.8702
won,came out ahead,2,4.8702
necklace,a chain of beads for the neck,2,4.8704363636363635
necklace,worn around neck,2,4.8704363636363635
watch,guard's duty period,2,4.871161290322581
watch,keep a look ,2,4.871161290322581
watch,a guard,4,4.871161290322581
watch,timekeeping device,4,4.871161290322581
burger,type of sandwich,2,4.8745393939393935
twirl,turn rapidly,4,4.878125
twirl,to pitch a baseball,12,4.878125
donut,,2,4.878193939393939
doughnut,fried cake,4,4.878193939393939
doughnut,small cake with a hole,4,4.878193939393939
cook,fix food with heat,2,4.8785275
cook,gets food ready,2,4.8785275
clothing,things to wear,2,4.8788849999999995
class,people grouped by social position,2,4.879612916666667
class,a school group,2,4.879612916666667
class,students in the same grade,2,4.879612916666667
class,the kind or sort,4,4.879612916666667
class,group of like plants,6,4.879612916666667
class,a division,8,4.879612916666667
class,below a phylum but above an order,13,4.879612916666667
barn,farm building,2,4.887266666666667
glue,sticky stuff,2,4.889271458333333
glue,to fix so it sticks,2,4.889271458333333
colorful,many colors,2,4.89
colorful,interesting,8,4.89
marker,keeps place,2,4.89
marker,kind of sign,6,4.89
marker,scorekeeper,8,4.89
milkshake,an ice-cream drink,2,4.89
poisonous,harmful,6,4.89
rosebush,a bush with roses,2,4.89
unhappier,sadder,2,4.89
unhappy,sad,2,4.89
unhappy,not suitable,10,4.89
stank,smelled bad,12,4.892862903225806
stink,bad smell,2,4.892862903225806
stink,to smell bad,2,4.892862903225806
stunk,smelled bad,4,4.892862903225806
indoor,in a house,4,4.893050000000001
share,divide with others,2,4.89688171875
share,take part in,4,4.89688171875
share,a part,4,4.89688171875
share,stock certificate,12,4.89688171875
share,part of plow,13,4.89688171875
circus,travelling animal show,2,4.897556565656566
circus,a lively time,4,4.897556565656566
burp,pat baby on back,2,4.8980250000000005
burp,to belch,8,4.8980250000000005
cracker,a thin biscuit,2,4.9
cracker,noisemaker for July 4th,6,4.9
cracker,shiftless person,12,4.9
eyeglasses,spectacles,6,4.9
triangle,a three-sided figure,4,4.9
triangle,a 3-way love affair,12,4.9
comb,for smoothing hair,2,4.900748750000001
comb,hair ornament,2,4.900748750000001
comb,honey cells,4,4.900748750000001
comb,search through,6,4.900748750000001
comb,rooster's crest,12,4.900748750000001
peacock,beautiful bird,2,4.902666666666667
peacock,a vain person,12,4.902666666666667
darkness,lack of light,2,4.905900000000001
where,in what place,2,4.906023225806452
where,the place in which,4,4.906023225806452
where,toward which place?,6,4.906023225806452
kind,gentle and loving,2,4.90998
kind,good to others,2,4.90998
kind,sort,4,4.90998
kind,a sort or type of,6,4.90998
dinosaur,animal no longer living,2,4.91
silent,not sounded,4,4.910286868686868
zipper,fastener,2,4.910884848484849
tag,a child's game,2,4.912548387096774
tag,shows price,2,4.912548387096774
tag,follow closely,4,4.912548387096774
tag,touch a base runner,6,4.912548387096774
tag,attached label,6,4.912548387096774
tag,to mark or label,6,4.912548387096774
Tag,day,12,4.912548387096774
tag,a loose end,12,4.912548387096774
tag,end or tip,12,4.912548387096774
tagged,followed closely,6,4.912548387096774
bull,the male of cattle,2,4.913609791666667
bull,nonsense,8,4.913609791666667
bull,a policeman,12,4.913609791666667
bull,decree by pope,14,4.913609791666667
bull,forces up prices,14,4.913609791666667
pain,suffering,2,4.918221406250001
pain,bread,14,4.918221406250001
rat,mouselike animal,2,4.9185943750000005
rat,mean coward,6,4.9185943750000005
rat,for padding hair,12,4.9185943750000005
rat,tell on another,12,4.9185943750000005
rang,"the past of ""ring""",2,4.919590080645161
rang,made the bell sound,4,4.919590080645161
ring,a finger band,2,4.919590080645161
ring,circle-shaped thing,2,4.919590080645161
ring,space for contests,4,4.919590080645161
ring,make bell sounds,4,4.919590080645161
ring,a special quality or tone,8,4.919590080645161
ring,unlawful group,10,4.919590080645161
ring,telephone call,10,4.919590080645161
rings,seems to be,12,4.919590080645161
rung,"the past of ""ring""",4,4.919590080645161
rung,part of ladder,10,4.919590080645161
sound,what can be heard,2,4.92504171875
sound,to make hearable,4,4.92504171875
sound,hearing distance,4,4.92504171875
sound,deep,6,4.92504171875
sound,strong and well,6,4.92504171875
sound,legal,12,4.92504171875
sound,to probe,12,4.92504171875
sound,dependable,12,4.92504171875
sound,complete and thorough,12,4.92504171875
sound,body of water,13,4.92504171875
sounding,measuring depth,12,4.92504171875
geese,wild birds,2,4.925299139784947
geese,duck-like birds,2,4.925299139784947
goose,duck-like bird,2,4.925299139784947
goose,a silly person,8,4.925299139784947
stay,to remain,2,4.926855591397849
stay,a support,8,4.926855591397849
stay,a postponement,12,4.926855591397849
stay,to put off,12,4.926855591397849
stay,to slow down or stop,12,4.926855591397849
stay,support wire on a ship,12,4.926855591397849
block,distance between streets,2,4.928855172413793
block,child's toy,2,4.928855172413793
block,stop something,2,4.928855172413793
block,chunk of wood,2,4.928855172413793
block,piece of building material,2,4.928855172413793
block,something which stops you,4,4.928855172413793
block,a solid piece,6,4.928855172413793
block,"checking, in football",8,4.928855172413793
block,part of a hoist,8,4.928855172413793
block,piece of material for printing,10,4.928855172413793
block,the cast part of anengine,10,4.928855172413793
block,psychological barrier,10,4.928855172413793
block,auctioneer's stand,12,4.928855172413793
block,form for shaping,12,4.928855172413793
block,things in a group,12,4.928855172413793
postman,mailman,2,4.93406
dance,move body in rhythm,2,4.93514375
dance,moving to music,2,4.93514375
dragon,fire-breathing beast,2,4.941111616161616
scream,a loud cry,2,4.941137580645162
scream,to cry loudly,4,4.941137580645162
scream,something very funny,12,4.941137580645162
lake,a body of water,2,4.942003125
lake,a deep-red color,14,4.942003125
couch,"a long, padded seat",2,4.942344827586208
couch,to hide,12,4.942344827586208
couched,put into words,14,4.942344827586208
ship,large boat,2,4.948278125000001
ship,to send,4,4.948278125000001
ship,to send by water,4,4.948278125000001
ship,to take a job on a vessel,12,4.948278125000001
ship,an airplane,12,4.948278125000001
close,near each other,2,4.94979453125
close,to shut,2,4.94979453125
close,almost equal,2,4.94979453125
close,bring to an end,2,4.94979453125
close,an end,4,4.94979453125
close,to block or stop up,6,4.94979453125
close,near and dear,8,4.94979453125
close,fairly accurate,8,4.94979453125
close,stuffy,10,4.94979453125
close,stingy,14,4.94979453125
closer,nearer,4,4.94979453125
